Date,Open,High,Low,Close,Adj Close,Volume,Return,Lag1,Lag2,Lag3
2010-01-14,-1.072671572362174,-1.0718844557918432,-1.0748662445372639,-1.073715456915973,-1.0278979258536156,0.6422955483906685,-0.005791693258377584,0.7198732899232321,-0.7080832632021823,-0.5651257340889178
2010-01-15,-1.0714788055597608,-1.0702484066017584,-1.0795128782955734,-1.078804368285403,-1.0322037231778844,1.3466103413899786,-0.016711986737372064,-0.3952579359601256,0.7199049573150486,-0.7082190944059008
2010-01-19,-1.0752608367128655,-1.0650963002302276,-1.077491938257394,-1.0655586664103898,-1.0209962797603827,1.940656469045663,0.0442384914334677,-1.0072802110170282,-0.3951857582521805,0.7198591196631676
2010-01-20,-1.0656893759421535,-1.0645796601769124,-1.0741581907490854,-1.0703712968555577,-1.025068371571365,1.4256411125234094,-0.015392587018214332,2.4086582330986905,-1.0071857998577505,-0.39530187027514735
2010-01-21,-1.069805960558392,-1.0677943519777056,-1.0775362322400264,-1.075692888323231,-1.0295710334654964,1.4081684478417962,-0.017286230191009055,-0.933335127088505,2.408628550570127,-1.0073404808665658
2010-01-22,-1.0775155087575736,-1.076132466021416,-1.0923611465890162,-1.0906978815868167,-1.0422670517023076,2.6038346383337805,-0.0495988321987626,-1.0394633923214016,-0.9332434021948939,2.4086891383299167
2010-01-25,-1.083726791142668,-1.080150849933482,-1.0878915508964613,-1.0829627339757646,-1.0357221394169276,3.4076016852071462,0.02690300441209592,-2.850406681696671,-1.0393678120164498,-0.9333934232640111
2010-01-26,-1.078722861049991,-1.0672202861839393,-1.0843660137914992,-1.0787898282058448,-1.0321914106991499,6.909696320950806,0.014132919258592835,1.4370997098367055,-2.850245313721676,-1.0395245211747537
2010-01-27,-1.0774137016489154,-1.0717122743758625,-1.0888651519357877,-1.0759691110095242,-1.0298047582773389,6.278061939862408,0.009420236865598453,0.7214068043895363,1.4371053219371517,-2.8505161465793067
2010-01-28,-1.0802065607954987,-1.0790027183459492,-1.0900894699154915,-1.088458767572824,-1.0403724738616509,3.878690664833748,-0.041322040267767646,0.4572869247059906,0.7214384160720745,1.4371046831232335
2010-01-29,-1.0858069034215194,-1.0837386461780742,-1.102554237795499,-1.0989709927288656,-1.0492670432369697,4.195290943991128,-0.036278792547251526,-2.386538101834422,0.4573281312950057,0.7213926750606267
2010-02-01,-1.0984767611933386,-1.0926364743707067,-1.101005366441052,-1.0950888885501096,-1.0459823132126571,2.027481419032166,0.013901964061014294,-2.103891857067929,-2.3863935852060454,0.4572657457326698
2010-02-02,-1.0933273452076895,-1.0921772217356935,-1.0979371070989876,-1.0934458983853463,-1.0445921996261132,1.8022822639445684,0.005802709176903287,0.7084630382050353,-2.1037576083689777,-2.3866351855644337
2010-02-03,-1.0944037970971392,-1.0866089176636822,-1.096403006970407,-1.088546008050173,-1.0404463101369468,1.4395164638882199,0.017206218647741744,0.2545444315325914,0.708495120106726,-2.1039813966648664
